item,wording,b_alone,p_alone,b_net,p_net,N,q_alone,q_net,scan
Q32H,The economic differences between the rich and poor,0.03253973074964872,0.777614146731228,0.09661584538960286,0.5056531495496746,501,0.9522204253137131,0.9569114918156072,"YEAR 2, Y1-style match"
Q33A,The Supreme Court and judicial branch,-0.04437755298298386,0.5472773557247718,-0.08417828229378808,0.38935075505486644,500,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q33B,Congress and the legislative branch,0.054289794598410636,0.2454113375117313,0.06727017695123808,0.21515733025146896,500,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q33C,The presidency and executive branch,0.09798319734507238,0.44532510345187526,-0.0730611827745971,0.6134177228914257,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q33D,The peoples role in the democratic process,0.0363928356419413,0.690555468507898,0.04808924796954574,0.6875995500697245,501,0.9028399472158791,0.9569114918156072,"YEAR 2, Y1-style match"
Q33E,How elections are administered,0.006472592283251613,0.9492622672312969,0.08709599465889939,0.5081436244869514,499,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q33F,The criminal justice system,0.008377488876565586,0.8893668992659969,0.025119615303419756,0.7758230196760705,501,0.9998301625950471,0.9769759976807926,"YEAR 2, Y1-style match"
Q33G,That all people are treated equally under the law,-0.039975389908166375,0.6966339846157668,-0.06862473956100387,0.6160427341474516,501,0.9028399472158791,0.9569114918156072,"YEAR 2, Y1-style match"
Q33H,Freedom of the press,-0.07715044600604563,0.5024656811815892,-0.1821553945267553,0.136719667297854,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q33I,"Division of power between the federal judicial, le",0.0726863938498912,0.4237277788836899,0.006605817499087188,0.9462701732758175,501,0.8902719771870251,0.9853058059816246,"YEAR 2, Y1-style match"
Q33J,"Division of power between federal, state, and loca",-0.09330884356765703,0.4198117043514492,-0.12482182944485484,0.38853116514616554,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q34A,Local voting procedures and laws make it easy for ,-0.08027754614791416,0.43463934736220605,-0.04502891499919251,0.7310487759879438,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q34D,I would feel comfortable openly expressing my opin,-0.08021870021149605,0.4570926205943937,-0.022543995888465094,0.8611256136208572,500,0.8902719771870251,0.9769759976807926,"YEAR 2, Y1-style match"
Q34B,Government is sensitive to the interests of people,-0.0650518998079969,0.3266789059393066,-0.07048894074839715,0.291497600913358,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q36A,Q36A,0.06109782759019046,0.5344547838841421,0.1276253261401883,0.17286783081229956,497,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q36C,Q36C,-0.025050922170940987,0.9190613583274643,-0.15980127856723103,0.5611426469323981,495,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q36E,Q36E,0.017008137682482414,0.8606555227774424,-0.02142543795571316,0.8409395719750615,498,0.9998301625950471,0.9769759976807926,"YEAR 2, Y1-style match"
Q36G,Q36G,0.03620528961866086,0.67447468397913,0.048451297951275646,0.7199371688522856,495,0.9028399472158791,0.9569114918156072,"YEAR 2, Y1-style match"
Q36K,Q36K,2.615109755051137e-05,0.9998301625950471,0.0011224076698475582,0.9941384547106741,500,0.9998301625950471,0.9941384547106741,"YEAR 2, Y1-style match"
Q36L,Q36L,-0.045273702770367595,0.3932643006778376,-0.02769206717295277,0.6203507585914658,496,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q36M,Q36M,0.007804875517355841,0.9354982301366254,-0.004252313407229376,0.9759219411627521,498,0.9998301625950471,0.9853058059816246,"YEAR 2, Y1-style match"
Q36N,Q36N,-0.09135256107716432,0.3607088447555551,-0.09480273738337089,0.3933191178983715,497,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q36O,Q36O,0.004455328199939792,0.8751918515082625,0.06815766510085644,0.20281247172607217,499,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q36P,Q36P,0.06297581344201401,0.44107710910095577,-0.03543809200118853,0.7479446928979664,498,0.8902719771870251,0.9577340579791033,"YEAR 2, Y1-style match"
Q37,"Do you think young people today are more likely, l",0.030780305757136167,0.594749066589181,0.10361355374935766,0.09850470677712464,501,0.8921235998837715,0.9569114918156072,"YEAR 2, Y1-style match"
Q40,Have you ever served in the U.S. armed forces?,-0.12175477303347212,0.2703317085702716,-0.06259396378289718,0.5635787403655597,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q44,"How often do you usually attend church, synagogue,",-0.03729073897049488,0.713673482084933,0.011368054735555883,0.9318959817851767,499,0.9028399472158791,0.9853058059816246,"YEAR 2, Y1-style match"
Q45,What is you religious preference?,-0.027461159532652133,0.6867786670593483,-0.06757074785210919,0.4073737226435668,496,0.9028399472158791,0.9569114918156072,"YEAR 2, Y1-style match"
Q46,Would you describe yourself as a born-again or Eva,0.020329185222899247,0.7779769867805435,0.06926671584312673,0.5269812613724133,501,0.9522204253137131,0.9569114918156072,"YEAR 2, Y1-style match"
Q47,Are you currently registered to vote?,0.034058729751625896,0.17885647692592518,0.03487841134530891,0.35873116843130115,498,0.8736510528719603,0.9569114918156072,"YEAR 2, Y1-style match"
Q48,Which of the following best describes your current,0.06382460152842152,0.5733202381834356,0.10111352592559085,0.3977322563378267,500,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q49,"What is your total ANNUAL household income, before",0.027695968156635588,0.6502964798361592,-0.03337428800162946,0.5470314367024125,498,0.9028399472158791,0.9569114918156072,"YEAR 2, Y1-style match"
Q51,Which of the following best describes your backgro,-0.09737309254442303,0.04238494681509744,-0.035715524619404214,0.436859363190558,498,0.5563024269481539,0.9569114918156072,"YEAR 2, Y1-style match"
Q52,Do you feel like your local community is being lef,-0.035574495360117815,0.637207705644029,0.0035424345763559115,0.9692229051270269,499,0.9028399472158791,0.9853058059816246,"YEAR 2, Y1-style match"
Q53A,Volunteered or actively participated in organizati,0.04577574962985982,0.5372904529095497,-0.05802878071562397,0.3799782262899522,499,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q53B,"Joined a protest, rally, or demonstration to suppo",0.15856367637279964,0.05735490392206061,0.15860378797250568,0.05998479374994167,501,0.5653868625680714,0.9569114918156072,"YEAR 2, Y1-style match"
Q53C,"Participated in Facebook groups, WhatsApp chats, D",-0.09514919584338097,0.23899364832881362,-0.11352353679656024,0.2373296567064626,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q53D,"Used online platforms (social media, forums, etc.)",-0.07706318212639109,0.3145140013204221,-0.043858495965295334,0.6637083620735424,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q54A,People in my neighborhood are willing to help thei,-0.04926396328361035,0.5698929520382938,-0.012045005260597572,0.8746261312570905,499,0.8902719771870251,0.9769759976807926,"YEAR 2, Y1-style match"
Q54B,People in my neighborhood can be trusted.,-0.05024976878820718,0.486809110548323,-0.05369303502114973,0.5136963047891293,498,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q55,How much power do ordinary people have to create c,0.08011066605197037,0.5311438611010222,0.18812291971338246,0.20379389776469797,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q56,People differ in what motivates them to engage in ,0.05185825456033507,0.3630155842339982,0.01846234594425874,0.820727428105844,501,0.8902719771870251,0.9769759976807926,"YEAR 2, Y1-style match"
Q57A,The Supreme Court and judicial branch,0.000976465370380028,0.9926059561282284,-0.03173557113590736,0.8015861136316107,501,0.9998301625950471,0.9769759976807926,"YEAR 2, Y1-style match"
Q57B,Congress and the legislative branch,-0.13506160395727335,0.013785190433629893,-0.1027754547767836,0.09672362720823595,501,0.5563024269481539,0.9569114918156072,"YEAR 2, Y1-style match"
Q57C,The presidency and executive branch,0.0563596442818413,0.5689149431493533,-0.04131506330038356,0.7340505921636183,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q58,Do you think the rule of law is weaker now than it,0.02342190103772783,0.45701837356878466,0.007072768497686462,0.8366211505971684,499,0.8902719771870251,0.9769759976807926,"YEAR 2, Y1-style match"
Q59,Now thinking about the city or town where you live,0.00924933722087789,0.9042655493063338,0.0447258825953841,0.6909183304317683,501,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q60,Government officials in my city/town are sensitive,-0.003908907368015135,0.9652356965902129,0.10123588483222129,0.3295756292946024,501,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q61,"Which has a greater impact on your daily life, dec",0.052539568024992836,0.6250418237816778,0.07084284902343957,0.5692983892036965,500,0.9028399472158791,0.9569114918156072,"YEAR 2, Y1-style match"
Q62,"Thinking back to 50 years ago, based on what you k",0.08615153183539287,0.3606849608393414,0.09269985199240852,0.4049255817507048,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q63,"Looking ahead to the next 50 years, do you think U",0.12153202239209576,0.07630908976263776,0.1175024626631932,0.25793508991384145,500,0.6677045354230804,0.9569114918156072,"YEAR 2, Y1-style match"
Q65A,Which of these do you see as the more important ci,-0.01074124008660192,0.8725451360553914,-0.11743303099130875,0.23022274813423663,500,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q65B,Which of these do you see as the more important ci,-0.09147816102250636,0.2639112157471641,-0.09342804519299752,0.38005971992018095,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q66A,Your ballot not being counted.,0.24440706746098295,0.023145446859174024,0.176186032788585,0.11552371036870428,501,0.5563024269481539,0.9569114918156072,"YEAR 2, Y1-style match"
Q66B,People gathering near polling places in an attempt,0.05907316009866693,0.5793302828344491,0.09686176176606956,0.2756233423710163,500,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q66C,"Being personally confronted, followed, or recorded",0.12368439465932328,0.20069761469837955,0.13655007214916545,0.2037461667984802,501,0.8780520643054105,0.9569114918156072,"YEAR 2, Y1-style match"
Q66D,"Ballots not being properly handled, counted, or se",0.17514274816909214,0.03421945982634899,0.14085045955773673,0.15032684780876585,501,0.5563024269481539,0.9569114918156072,"YEAR 2, Y1-style match"
Q66E,Political leaders pressuring election officials to,0.0794403739021544,0.41799951600032315,0.19448358239358138,0.14942040448388863,500,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q66F,Not having the information you need to make a well,0.058580725224949975,0.5337997666685534,0.1227784955885356,0.35658345908749733,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q67A,"Gerrymandering, or changing voting district bounda",-0.08785863180094206,0.05923100464998843,-0.11632177234108253,0.037031833387641135,499,0.5653868625680714,0.9569114918156072,"YEAR 2, Y1-style match"
Q67B,"Expanding government involvement in healthcare, ho",0.2539860384414655,0.0898930430067224,0.36131643188959073,0.06282967515004899,499,0.674197822550418,0.9569114918156072,"YEAR 2, Y1-style match"
Q67C,People who are ineligible to vote casting ballots ,0.0927111124101402,0.15572506421972213,0.03126148689569755,0.6518790190230941,499,0.8640988847719911,0.9569114918156072,"YEAR 2, Y1-style match"
Q67D,"Wealthy people or organizations making large, anon",0.04446288798393158,0.3895458754977572,0.048500327181894405,0.42541922886766237,501,0.8902719771870251,0.9569114918156072,"YEAR 2, Y1-style match"
Q67E,Political leaders taking actions they know are pos,0.02358738020938507,0.65983216664583,0.002604874195059642,0.9728204181641477,500,0.9028399472158791,0.9853058059816246,"YEAR 2, Y1-style match"
Q67F,"People being harmed by federal agents, military, o",-0.011273545328448917,0.9318112240077618,0.11207157625029704,0.525714377787231,501,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q68,"How concerned, if at all, are you that political l",-0.002825639639762012,0.980223100400534,0.05659224439142958,0.7189888121513439,499,0.9998301625950471,0.9569114918156072,"YEAR 2, Y1-style match"
Q69,"How concerned, if at all, are you that people like",0.21233665841423294,0.04022824816311468,0.1517574996753935,0.18666281412083202,501,0.5563024269481539,0.9569114918156072,"YEAR 2, Y1-style match"
Q70A,The U.S. government should declare America a Chris,0.048751922433861165,0.4134243654984439,0.01332994124750543,0.8727067721495976,501,0.8902719771870251,0.9769759976807926,"YEAR 2, Y1-style match"
Q70B,Being Christian is an important part of being trul,0.051289318896228335,0.39032591173468334,-0.004421485082582895,0.9540378927103111,500,0.8902719771870251,0.9853058059816246,"YEAR 2, Y1-style match"
Q71,Thinking only about the city or town where you liv,-0.17525783334617287,0.02783699491531782,-0.20182030730624845,0.05148842968654858,501,0.5563024269481539,0.9569114918156072,"YEAR 2, Y1-style match"
Q1,Please imagine a ladder with steps numbered from z,-0.069309256336235,0.343657066882763,-0.015261703032271043,0.7667974031485809,721,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q2,On which step do you think you will stand about fi,-0.04360669222680304,0.283825061369185,-0.00685469764775181,0.8221116640546553,721,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q3,Which one of these phrases comes closest to your o,0.1234023873943953,0.3800268139669671,0.08105998924259404,0.5110252989408158,722,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q9A,Housing,-0.02131305333473377,0.3306350954519877,-0.037837462530202495,0.3476566856786857,721,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q9B,Healthcare,0.018967835629081487,0.6994289147100275,0.016827229396987747,0.7498128857344164,720,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q9C,Food,-0.05397363580856068,0.07162097760403034,-0.061098480178263845,0.1311686618050824,721,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q9D,Schools,0.003641698958739956,0.9339128792096525,-0.0081087275422289,0.8696485552243921,720,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q9E,Childcare,-0.0071947888928028236,0.6612533325194685,0.002520595228614977,0.9067426673847447,718,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q10,"How often do you attend events in your community, ",-0.09786784772398055,0.09517030425628173,-0.07648857819069954,0.12933708468148064,721,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q12A,Your physical or mental health,0.004799230233125098,0.8599397891188768,0.031220263576456807,0.5025430552164862,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q12B,Your work or family obligations,0.08266889358852998,0.11197705866260496,0.10430776659142386,0.06029460798535947,722,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q12C,You fear judgment or retaliation from others,-0.004797833727548995,0.8119480195412164,0.013121151100801576,0.5949880532607666,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q12D,You are unsure how to get involved,0.0068593665283449585,0.7946863251426088,0.005675471445242582,0.8471494886195412,720,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q12E,You don't believe it will make a difference,-0.02590544950366992,0.45394121172961754,-0.020266946346668795,0.5977046947868143,722,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q12F,Not knowing enough about the issues,-0.04932039010497579,0.12730734713776873,-0.05424130839650114,0.14239991856152734,721,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q12G,You have not been invited or encouraged to partici,-0.05555903785515585,0.10935196018261727,-0.04753550271355787,0.16861765191889222,722,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q12H,Feeling unwelcome or out of place when participati,-0.009784914373125187,0.9120084438554741,0.004678441948069667,0.9570871944076002,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q12I,You have no desire to get involved,-0.05728038439442759,0.11532809528512802,-0.02468653046666043,0.4776597991741506,721,0.7579027527773784,0.9690701743187426,"YEAR 2, frozen match"
Q14A,An American,0.041109478771513074,0.17042236331408472,0.017148293076332196,0.44216556675181434,722,0.7579027527773784,0.9690701743187426,"YEAR 2, frozen match"
Q14B,A member of your local community,-0.0672107178040943,0.46575215446357854,-0.0646178526706413,0.4888425121663616,722,0.9056291892347361,0.9690701743187426,"YEAR 2, frozen match"
Q18A,Religious or faith leaders,0.002773520717397809,0.9147610690715998,0.008965162228766184,0.7848956525265126,720,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q18B,Business leaders,0.00230064596531988,0.857300700473303,0.0241329551436964,0.3132955296425796,720,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q18C,Elected officials,-0.03993895456072098,0.22535131423090013,-0.028380056646116758,0.3399568840266365,720,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q18D,Education officials,-0.001241625022030935,0.9533930665667171,0.02796964030590794,0.451080350235901,722,0.962560307591397,0.9690701743187426,"YEAR 2, frozen match"
Q18E,"Family, friends, and/or neighbors",-0.022108830687995434,0.6720037866999129,-0.012861024394860851,0.8161733936763464,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q21,"On average, how much time PER DAY do you spend act",0.06106093592052173,0.4477371977446975,0.031232249973107383,0.6653340297064042,717,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q22,The experiences and beliefs of people like me are ,-0.008532350799085747,0.6546438471343687,0.04410116078856962,0.1817709435278916,719,0.96138090506876,0.8870910350083125,"YEAR 2, frozen match"
Q23,How much power do ordinary citizens have to create,-0.010277835549411956,0.8851408076997822,0.017238405641622608,0.8277240124874018,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q27,"If you had to choose, which one of the following w",0.01930386582276724,0.5613414337587733,0.0018993348543587182,0.9438818623307426,722,0.9607292251636221,0.9690701743187426,"YEAR 2, frozen match"
Q29,Whether or not you agree with current political le,0.023159175627118257,0.591677849088481,-0.01804888924646851,0.7918867988769878,713,0.9607292251636221,0.9690701743187426,"YEAR 2, frozen match"
Q30A,Democracy is the best form of government.,-0.059986565038592544,0.3331091765265767,-0.05463928780540064,0.3615003663628248,722,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q30B,Most people in the U.S. are committed to having a ,0.05287040393477406,0.14136330986783355,0.06212216630818189,0.18586669304936074,721,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q30C,U.S. political leaders are committed to having a s,0.048679624368647534,0.24575469303974207,0.05633603506010763,0.18251775873398823,722,0.8758447839091986,0.8870910350083125,"YEAR 2, frozen match"
Q31,I trust that U.S. political leaders will be held a,0.1025439644999491,0.10527628890587681,0.09131761932703639,0.11051964007813599,721,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q32C,It is reasonable to assume that people who oversee,0.06907853168798052,0.10967817485930198,0.02531934589333426,0.36368770764632086,722,0.7579027527773784,0.9690701743187426,"YEAR 2, frozen match"
Q32H,The economic differences between the rich and poor,0.025374653002716963,0.7400701188357521,0.057092361406509876,0.5781425532043373,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q33A,The Supreme Court and judicial branch,-0.011217160313213369,0.7489964349976456,-0.011474831705716441,0.7945999753464957,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q33B,Congress and the legislative branch,0.028547103184298497,0.35867929245805275,0.02864604962039904,0.38961599727635954,721,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q33C,The presidency and executive branch,0.04301978120419253,0.3327484759348939,-0.011465233474999467,0.8551279217844325,722,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q33D,The peoples role in the democratic process,0.018217072793534093,0.4515765995160227,-0.0014520827466053057,0.9563087238831839,721,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q33E,How elections are administered,-0.08287826383040815,0.2393388195833118,-0.06547573350535395,0.381555590268859,720,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q33F,The criminal justice system,-0.015268050910388504,0.6253376370794487,-0.0034044523123055344,0.9126597877636848,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q33G,That all people are treated equally under the law,0.007534471545928741,0.842290913446929,0.012802200084637155,0.7575218033605626,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q33H,Freedom of the press,-0.006059819083320669,0.9218621636927065,-0.019537483070902646,0.7596529669559248,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q33I,"Division of power between the federal judicial, le",0.04562470173104303,0.2610494347864873,0.025817762148323473,0.5289890518021128,721,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q33J,"Division of power between federal, state, and loca",0.0032462232805541315,0.9737432412372236,0.020188677977431697,0.8280693650165196,722,0.9737432412372236,0.9690701743187426,"YEAR 2, frozen match"
Q34A,Local voting procedures and laws make it easy for ,-0.08473197230855692,0.11212402285526508,-0.07418117872286,0.153175554620433,722,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q34D,I would feel comfortable openly expressing my opin,0.012651972639246008,0.6482250048375015,0.030147096723703075,0.3908658399890016,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q34B,Government is sensitive to the interests of people,-0.010885901339541948,0.7592962992814317,0.0013725070588695679,0.9690701743187426,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q36A,Q36A,0.01682486952109366,0.5181470240247501,0.04302175147511656,0.2438172683700868,717,0.9298389893219168,0.9169395643784155,"YEAR 2, frozen match"
Q36C,Q36C,0.041264513912827344,0.5224809559046961,0.006575733727766063,0.9239389854300025,716,0.9298389893219168,0.9690701743187426,"YEAR 2, frozen match"
Q36E,Q36E,-0.018055466552164015,0.484941977868399,-0.03216357584983053,0.3562302729166803,718,0.9118553304813702,0.9690701743187426,"YEAR 2, frozen match"
Q36G,Q36G,0.014766039755243484,0.5961990018053269,0.007408591510182541,0.8601330721601064,716,0.9607292251636221,0.9690701743187426,"YEAR 2, frozen match"
Q36K,Q36K,-0.011306701608131063,0.5320276922409766,-0.0010280555032602477,0.966779292892473,721,0.931048461421709,0.9690701743187426,"YEAR 2, frozen match"
Q36L,Q36L,0.017054429841045174,0.3911682160926356,0.027478697339517223,0.1967831876619723,717,0.8993174949360347,0.8983580306307432,"YEAR 2, frozen match"
Q36M,Q36M,-0.0023357294176281013,0.9246130572776036,0.007329904994538887,0.8300351255873806,718,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q36N,Q36N,-0.021923850678120794,0.6038869415314196,-0.026481209547001464,0.5417447317431641,717,0.9607292251636221,0.9690701743187426,"YEAR 2, frozen match"
Q36O,Q36O,-0.026522705979758948,0.3241749745534405,0.013663885670456302,0.3666450727668746,720,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q36P,Q36P,-0.015348072694160574,0.7502899189507296,-0.06730858227475836,0.13445057569110083,719,0.96138090506876,0.8870910350083125,"YEAR 2, frozen match"
Q37,"Do you think young people today are more likely, l",-0.014685177027129376,0.5705166642784345,0.0020125764577258003,0.9539337646002265,722,0.9607292251636221,0.9690701743187426,"YEAR 2, frozen match"
Q40,Have you ever served in the U.S. armed forces?,-0.05589668361810601,0.07514647302686776,-0.031014043320448492,0.3463603392181354,722,0.7579027527773784,0.9690701743187426,"YEAR 2, frozen match"
Q44,"How often do you usually attend church, synagogue,",0.03290672888657601,0.5021842040241155,0.05116872845339973,0.2807487579822368,720,0.9250761653075812,0.9690701743187426,"YEAR 2, frozen match"
Q45,What is you religious preference?,-0.03941843516015486,0.12287512500649346,-0.05109103049316286,0.1346692015913133,716,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q46,Would you describe yourself as a born-again or Eva,0.01909714693283884,0.3966970065946645,0.041619627082444634,0.2225947545946529,722,0.8993174949360347,0.9042409035853233,"YEAR 2, frozen match"
Q47,Are you currently registered to vote?,0.021703880467494222,0.17764325845636456,0.026298692371900807,0.14710461678690331,718,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q48,Which of the following best describes your current,0.0237163435898122,0.7293563244869671,0.02470760603580644,0.7112473314456591,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q49,"What is your total ANNUAL household income, before",-0.059202460334213294,0.1728295373676612,-0.08836344690826654,0.04752383903849282,717,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q51,Which of the following best describes your backgro,-0.076021843468838,0.15251384527704104,-0.06983420972421882,0.14919293734299768,717,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q52,Do you feel like your local community is being lef,-0.005873805526871917,0.783909651437857,0.00950105668346806,0.8038744492476977,720,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q53A,Volunteered or actively participated in organizati,0.06478285085411684,0.35578404978836137,0.03102110968649565,0.6749667937349725,719,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q53B,"Joined a protest, rally, or demonstration to suppo",0.1324600090779773,0.1338770551578983,0.12655927860899852,0.13975510306464453,722,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q53C,"Participated in Facebook groups, WhatsApp chats, D",0.03937969277136531,0.6385004366970236,0.054310651815395294,0.5249040247831595,720,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q53D,"Used online platforms (social media, forums, etc.)",-0.008136860224139265,0.9285295716669159,0.0035603539161742463,0.9680322621096813,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q54A,People in my neighborhood are willing to help thei,-0.043525235606366314,0.3060846346566727,-0.033698575945465804,0.4267048860327249,720,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q54B,People in my neighborhood can be trusted.,-0.02753622306476706,0.43330243497760934,-0.02523072750650328,0.5151204695897091,718,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q55,How much power do ordinary people have to create c,-0.012631177795886928,0.8509472391106558,0.012259296655668595,0.8651399353429026,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q56,People differ in what motivates them to engage in ,0.05612372802629717,0.18674827167910854,0.061480965937847507,0.1698193995948485,721,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q57A,The Supreme Court and judicial branch,0.002947786201720183,0.913547604472633,-0.0013687877610962101,0.9631314522883667,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q57B,Congress and the legislative branch,-0.0586106784656116,0.11123598440888763,-0.019320279410173013,0.42419755609512555,722,0.7579027527773784,0.9690701743187426,"YEAR 2, frozen match"
Q57C,The presidency and executive branch,0.016342496587440723,0.5985601550012555,-0.01744300169192173,0.7007819132558116,722,0.9607292251636221,0.9690701743187426,"YEAR 2, frozen match"
Q58,Do you think the rule of law is weaker now than it,0.021447131084989968,0.10800125465616423,0.022557507591429153,0.2239072713639848,719,0.7579027527773784,0.9042409035853233,"YEAR 2, frozen match"
Q59,Now thinking about the city or town where you live,-0.01843378163861606,0.44986012974543294,-0.008889739759485425,0.7633485418167572,722,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q60,Government officials in my city/town are sensitive,-0.0029684125563568357,0.8656900031234911,0.02152794821214344,0.36562031438679454,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q61,"Which has a greater impact on your daily life, dec",0.01359496973994035,0.6910627063928265,-0.004414639126823982,0.8816128935785433,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q62,"Thinking back to 50 years ago, based on what you k",-0.0040138363099891244,0.9289050898045019,-0.027720754825306997,0.5314775169482315,722,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q63,"Looking ahead to the next 50 years, do you think U",-0.038552346934167675,0.28752441001155093,-0.06956359004566515,0.05145994665506885,720,0.8758447839091986,0.8870910350083125,"YEAR 2, frozen match"
Q65A,Which of these do you see as the more important ci,0.016217093979775016,0.7146754852520237,-0.008136949977690544,0.8931105284578071,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
