chunk_id,show_name,q,text,is_political_YN,ideology_label
622a19d8f579241f_8,Renegade Talk Radio,2024Q4,"They literally tried to find something to put me in jail. When that didn't happen, they tried to manufacture it. The judge fired the last guy on June 14th. The new guy came in a few months ago and had a fake auction that the judge had unauthorized. He had said, yes, there could be an auction in the future. We have to have hearings about it. It has to be set up. It has to be public. They had a private secret sale. that was not an auction, and then they attached to the documents that we just got Thursday night that my lawyers asked me how to get into until it was filed, which it is now, admitting how they rigged it all, as if if they admitted it, it was okay.",,
ae808a42d8c63c5f_47,Pod Save America,2021Q2,"And a lot of younger Democratic strategists were arguing that the balance was completely out of whack and it was the product of sort of older, dyed-in-the-wool political consultants who were kind of both out of an economic model that benefited them and muscle memory continuing to use this outdated, inefficient method of television advertising. But then something happened in the election. And while I think as a Priorities USA study notes, digital spending increased dramatically, and that was very good. But there were three factors that drove the tremendous inefficient television spending.",,
aca295b4365db50f_57,KQED's Forum,2024Q1,"waves of protests that brought down four dictators in 2011 and 2012. The problem was the young protesters didn't have the political alternatives, the resources, the parties, the sophistication of maturity to create alternatives. And as a result, there are the rise of even worse dictators. And so in the meantime, the only ism out there is Islam. One of the things that is of concern to me is that there is vast support for Hamas, even among people who abhor the tactics, the atrocities that Hamas engaged in. But they are envious or admire the fact that Hamas has stood up to Israel and to U.S. influence. And so, you know, unfortunately, the operation in Gaza by the Hamas and against Hamas.",,
07a63e0b7838d0f7_97,System Update with Glenn Greenwald,2024Q4,"So Trump, by the record, is saying he never said that. You have anonymous sources saying that he did. Now, this is what is amazing to me, is although this is being treated as some October surprise, some revelation on the part of General Kelly, who apparently was so disturbed, by what Trump said, that he waited five years to reveal it right before the election. In fact, this exact same quote, this exact same claim, was made in the run-up to the 2022 election as well. Here's the Washington Post, August 8, 2022. Trump wanted, quote, totally loyal generals like Hitler's generals, a new book said. This is a resurrection of a baseless and evidence-free claim.",,
7c46d39917d952ba_147,Brian Kilmeade Show,2023Q3,"One fact is indisputable. Throughout my time in Congress, I have remained steadfast on the side of civil society and human rights defenders in Egypt and everywhere else in the world. If you look at my actions related to Egypt during the period described in this indictment. and throughout my whole career. My record is clear and consistent in holding Egypt accountable. for its unjust detention of American citizens and others, its human rights abuses, its deepening relationship with Russia, and efforts that have eroded the independence of the nation's judiciary among a myriad of concerns. In 2017, I led a bipartisan letter to then-President Trump expressing grave concern with the worsening situation for human rights and civil society in Egypt.",,
f6b113ea9d1fdbb1_5,The NPR Politics Podcast,2024Q4,"But the race for Congress is super important because the fact that it's such a razor thin majority with so few seats. You know, it makes it vitally important for either party to be able to win control. Obviously, Democrats would love to win control. Deirdre, you've spent some time on the campaign trail with Democratic Minority Leader Hakeem Jeffries. He's been able to go some places that previous Democratic leaders might not have been able to go. Right. I caught up with him recently in Northampton County, Pennsylvania. It's the swingiest county in the swingiest state of Pennsylvania. Susan Wild is the Democratic incumbent there that he was campaigning for. And she told me that there are some previous Democratic leaders. too divisive.",,
9b2c4a8f244eb2bd_21,The MeidasTouch Podcast,2025Q4,"So for an individual, it's $1 million. And for a corporation, it's $2 million. And as the president said, for a corporation, they spent $2 million. They can then have an employee. Full betting. The best betting the government has ever done. $15,000 betting. You can also gift memberships to others. Let's keep growing together. Yamaha Resort and Casino at San Manuel is bringing the biggest laughs to the stage. Break taboos with Ali Wong on August 28th and 29th. Enjoy Ralph Barbosa's dry humor on September 18th and 19th. And don't miss Nikki Glaser's unapologetic comedy November 19th. Tickets on sale now at YamahaTheatre.com. Only at Yamaha Resort and Casino, celebrating its 40th anniversary. You in? Must be 21 to enter.",,
07a63e0b7838d0f7_58,System Update with Glenn Greenwald,2024Q4,"get talked over and yelled at and screamed at and told they're liars, but at least they're there and they get to speak. But nobody on this panel was willing to say that that was helpful to Kamala Harris in any way. Here was David Axelrod, who was a senior advisor to President Obama and a major player in Democratic Party politics, and you can hear this whole discussion. When she doesn't want to answer a question, Her habit is to kind of go to word salad city, and she did that on a couple of answers. One was on Israel. Anderson asked a direct question, would you be stronger on Israel than Trump? And there was a seven-minute answer, but none of it related to the question he was asking. I mean, that's what I'm saying.",,
426c71bfd3e1b489_31,RealClearPolitics Podcast,2025Q1,"But it's possible an authoritarian inclined executive, even here in the United States, might decide to track those people that they disagree with. And suddenly you have a. a national database. You have a national software screening it, and they're tracking down all the people that are protesting the direction of the government. And suddenly our freedom, our privacy, our freedom of speech and assembly are all powerfully affected. This is not the kind of tool you want to give to a government in a freedom-loving country.",,
07a63e0b7838d0f7_111,System Update with Glenn Greenwald,2024Q4,"And so instead of learning from their mistakes, instead of trying to offer some positive agenda for what they're going to actually do to improve the lives of people who feel abandoned by the status quo represented by Joe Biden and Kamala Harris, they're just almost unhinged at this point. constantly invoking Hitler and fascism and claiming Trump secretly harbors a love of Adolf Hitler, which, again, might work if Trump were this blank slate to people. The opposite is true. Donald Trump has been extremely famous in the United States for five decades. I remember living in New York City when I went to law school in the late 1980s and early 1990s, and he was this gigantic cultural figure. And he wasn't just a gigantic cultural figure.",,
2ac821702029ba73_42,Stay Tuned with Preet,2022Q1,"He if he continues to move forward, he is going to face some some really big economic problems. And we know that the sanctions that have already been in place against Russia. even if they're not having immediate short-term effects that some people might have hoped that they were, have really put the long-term Russian oil and natural gas industries in not good places in comparison to their Western counterparts. And so I think they're real questions about that. I heard somebody comment that what Putin really wants is not the resurrection of the old USSR, the Soviet Union, but return to the old Russian empire. Is that a silly observation or is there anything to that?",,
0b62d126b11f4aba_6,Face the Nation with Margaret Brennan,2025Q1,"Does any of this give you pause putting her in charge of the U.S. intelligence community? Yes or no? No, Margaret. Look, these are publications. that attacked Donald J. Trump obsessively, but those publications don't determine who the president is, the American people too. And ultimately supported him. And Donald J. Trump is the person who determines who his cabinet is, not these publications that I think, frankly, have lost relevance. The Senate will ultimately decide. Well, the Senate will provide advice and consent as is its constitutional obligation, but I feel confident that Tulsi Gabbard will ultimately get through. Two things that are important to know about Tulsi. First of all, she is a career...",,
7c46d39917d952ba_119,Brian Kilmeade Show,2023Q3,"On the economy, only 15% of the American people say that they are better off than they were before he took the job. That's why the numbers are so down. On job approval for young people, 18 to 39, he toasted Trump here. Only 29% approve of his job. The percentage they approve of the economy, 12% approve of his energy and gas prices, now at $3.89. Do you know in California, people were saying that over $6, do you believe this? 37% approve of his overall performance. 44% say they'd like somebody else. On the Democratic side, the state of the economy, 74% say it's not good or it's poor. Wow. Not good or it's poor. Now, when asked this question, is Joe Biden too old? 74% said yes. This is of the American people. 50% say Trump's too old.",,
8fb9278557cb0795_9,The Nation Podcasts,2019Q3,"But we haven't built a new oil refinery, strangely enough, in large part because of the Clean Air Act regulations that have created this huge regulatory hurdle to get into the business and that the existing oil refineries have truly exploited and manipulated the clean air laws to keep out any new competitors. So you see how Koch sits on top of these assets that are tremendously profitable and sort of shielded from competition. So Pine Bend had great economic advantages. It also had one economic... Obstacle to tremendous profits, the Oil Chemical and Atomic Workers Union, the OCAW, had organized the Pine Bend Refinery Workers. That was a good union. It was a time when unions were strong. Minnesota was a union state.",,
f73e9d6138b43814_122,Timcast News,2019Q3,"And there's another reason why I'm a fan of Andrew Yang, because we need to have this conversation, but let's read on. They say the Raise the Wage Act would have a huge impact on working families like Douglas's. Yeah, by getting them fired. The bill is expected to boost pay for 27 million workers, lifting 1.3 million households out of poverty. That's not how it works. It's just not how it works. It's not how anything works. Okay, you have to think about someone's salary as someone else's cost. So if you say we're going to make everything cost $15, you know, all base labor will be $15 per hour now. Well, then all costs are going to go up across the board and the individual wage increase will do nothing because listen.",,
19d05cb8b349cd64_6,The MeidasTouch Podcast,2025Q3,"We're also learning from a new report from CBS that Donald Trump had also, or that what happened rather with the security surveillance footage that was released by the Trump regime and the Trump's DOJ appears to not even have the angle where Jeffrey Epstein's cell. was. It seems to be an incorrect angle. Let me just read for you. This manic afternoon meltdown is serious, folks. Let me show you the post where Donald Trump has fired the Bureau of Labor Statistics Commissioner, who I might add was confirmed by the Senate in January 2024 with a vote of 86 to 8. 86 senators approved her confirmation and she was doing just a fine job while it was very difficult for her to deal with after all of the data collectors being fired.",,
ce7d03010257886a_57,Liberty Lockdown,2023Q2,"And then, and then you have these headlines that come out almost, you know, knee jerk reaction that are just so, I mean, they're really defamatory ultimately. And it's, it's, it just makes it so crystal clear what's happening. So what you just said is so spot on, right? So once you understand what's going on and you can understand like how it works, like everything's predictable. Right. Put Malone on Rogan. I can write you the headlines for tomorrow without even seeing them. I will actually write that article for you tomorrow. Right. It's going to start with his checkered background and the different quotes that are going to be used that question Robert. And then that'll imply other things.",,
7c46d39917d952ba_36,Brian Kilmeade Show,2023Q3,"It's looking like we're going to be asking for his bank records. I mean, all roads lead to Joe Biden. From day one, this has been an investigation of Joe Biden, not his son. His son is a key central figure because we believe Hunter was the front man for the Biden family influence scheme. We've already proven that this family was influence peddling the media and the Biden said that wasn't true. I don't think now they're disputing that. They're moving the goalposts saying, well, now you haven't proven. Yeah, maybe the president's son was selling the illusion of access. But Joe Biden never benefited personally from that.",,
b16a521053b6c9f1_83,The Young Turks,2026Q2,"According to EPA head Scott Pruitt, climate change is not happening. He cited a meme on Facebook he saw. When pressed to back up this source, he said it must be accurate because the watermark said it was made by a scientist. So, your move, truth. Everyday working people need a champion to fight for them and to push back against the powerful interests that threaten our democracy itself. At TYT, we're proudly progressive and call that corruption and duplicity wherever we see it, from Republicans, Democrats or anyone else. And unlike mainstream news media outlets, we're not beholden to corporate advertisers, to defense contractors, to Wall Street or to Big Pharma. We only have to answer to our audience and for nearly two decades.",,
8d7c11677c377010_37,John Solomon Reports,2024Q2,"Yeah, I think that's the really opportunity. You really get it unfiltered for the first time. And that's very helpful because the media here don't give a very clear perspective. It's often very talking points, usually from one perspective. The last question I want to ask, the relationship between Joe Biden and Israel, one of the things that I think is missed in the American media is that Joe Biden understands that the Israeli people stand behind Netanyahu's prosecution of the war because they understand it is an existential war that must be won. Americans need to understand better probably that the Israeli people are still 100% behind this war, right? Or maybe 90%. There are some different opinions.",,
4d93007c93e70d68_14,The Necessary Conversation,2023Q1,"AI diagnoses are like 99% more accurate than human diagnoses, especially where certain cancers are concerned. It's like, I don't want a fucking human being dicking around medically. Get rid of all of them, please. Eliminate. Because they make errors constantly. Human error. Well, maybe in your lifetime that might happen. You're frozen. I've been nodding up there. Let it go. Let it go. Sorry, you froze during the whole time.",,
f73e9d6138b43814_5,Timcast News,2019Q3,"We need to focus on the issues that got them here. Jobs, health care. Four, instead of the issues the president brings up deliberately, anything that takes away from bread and butter issues is playing into his hands. And even when they can see it, they can't help it. Look to the right on the screen. Number three trending in the US. I stand with Ilhan. Trump's done it. He's got them distracted. He's got them frustrated. They're spinning in circles and it's unfortunate, but they can't help themselves. They are being pressured into this by a desperate and hungry, hungry vulture class of media that care nothing for migrants that care nothing for healthcare. They only care about hot button issues that will generate clicks.",,
ae808a42d8c63c5f_19,Pod Save America,2021Q2,"But for that 45% of Republicans, there are going to be people in the Republican Party and the right-wing movement who are going to have to step up or the problem is not going to be solved. Yeah. And I think there's a lot of studies show that like depoliticizing this as much as possible is the most effective route. So even more important than Republican politician messengers to Republican voters are like your doctor. Or there was a there was a fact that was shown to a focus group that like 97 percent of doctors took the shot when offered to it. And that actually moved people more than anything else. I do think this it's it's.",,
3a1b8c53c03a6cdb_41,Bannon`s War Room,2026Q2,"And the lesson we ought to apply to this round is we need guardrails and regulations. And as we mentioned, we were talking about Senator Blackburn's Trump America AI Act. That's a great step in the right direction. So you ask, well, what would it look like to have guardrails? That's what I think a start, that's what a starting pass looks like. It looks like protecting kids online with Kids Online Safety Act. It means that we impose regulations on chatbots. We tell companies, look, you're not allowed to. sell or make AI companions available to children, especially AI companions that are engaged in sexually promiscuous conversations.",,
5ff309bf07f39d75_24,The President's Daily Brief,2024Q4,"Instead of every injured soldier receiving 3 million rubles, roughly 30,000 U.S. dollars, for their injuries, That sum will be restricted to only those suffering from severe injuries in combat. They define severe injuries as those that endanger their life or health or injuries that damage vital organs. Those with injuries deemed less severe will receive between 100,000 and 1 million rubles, the equivalent of between approximately 1,000 U.S. dollars and 10,000 U.S. dollars. Those injuries include everything from concussions, fractures, and gunshot wounds that don't affect organs. It's a relatively, let's call it, paltry sum for their troubles, given the universal flat payment that Putin promised his fighters at the outset of the war.",,
2b98c6cf916f060b_38,The Nation Podcasts,2018Q2,"But I think two of the four Orange County districts I would expect the Democrats to win, that being the one where Darrell Issa is a representative and he's not seeking re-election, and the one where the ever-strange Dana Rohrabacher is the incumbent by every account, including those in his own party. Putin's pal. And I think he's in real trouble. So I think in those two districts, if I had to bet, I'd bet on the Democrats. The Democrats need to pick up, I think right now it's 23 seats to take control of the House. If they win three in California or possibly four, where can they get the other 20? Well, Pennsylvania has been redistricted and there's a chance.",,
8d7c11677c377010_31,John Solomon Reports,2024Q2,"The day after that's done, these local Palestinians, the PA officials are going to start getting knocked off by Hamas. And I don't see any plan for stopping that. Israel just has to finish the job. And finish the job means eradicating Hamas, right? I mean, that has to be. Israel can't accept something short of that, can it? I don't see how. And the fact of the matter is that, you know, in here in Washington. I've heard now for months that Israel's war aims are unrealistic. You cannot destroy Hamas. And that's true. You can't destroy the idea of Hamas anymore. You can destroy the idea of ISIS or Al Qaeda. They come back.",,
cbc792c5c4963f54_8,Talkin‘ Politics & Religion Without Killin‘ Each Other,2026Q1,"And if what's happening here connects, engage with the show on the socials, I'm easy to find at Corius Nathan. That's C-O-R-E-Y-S as in Sam, N-A-T-H-A-N. Especially over on Substack. Don't forget to subscribe there and join the conversation. Now, go talk some politics and religion with gentleness and respect and have a great week.",,
ae808a42d8c63c5f_2,Pod Save America,2021Q2,"another black man killed by police in Minnesota, a fourth wave of COVID cases in states like Michigan, and the request from the FDA and CDC on Tuesday for states to temporarily pause the use of the J&J vaccine after six women experienced extremely rare blood clots. So much for the prediction that the Biden presidency would be boring, huh? Well... I think the boring part was how the president would respond to these news events. Not that the news. The boring part is Biden. Yes. And it's not even boring. I think the right term is normal. Right. Normal. Right. Yeah. Not not the world. The world is still crazy. But the the the president in office is not making it crazier. Yes. I want to talk about the J&J news.",,
aca295b4365db50f_67,KQED's Forum,2024Q1,"Knight Foundation, the Generosity Foundation, the Germanikos Foundation, and the Huizing Simons Foundation. Support for Forum comes from San Francisco Opera. This fall, dive into a world of political intrigue with Verdi's Simone Bocanegra and Mary Queen of Scots, discover a life of Parisian luxury in Manon, and laugh along with Mozart's famous comedy The Marriage of Figaro. There's something for everyone. Learn more at sfopera.com. Support for Forum comes from Genentech, the original biotech company. For over 50 years, Genentech has redefined what is possible by challenging the status quo. They have helped drive more than 40 breakthroughs across various diseases, including multiple sclerosis, cancer, vision loss, and food allergies.",,
e4a35f89e5265cab_85,The Remnant with Jonah Goldberg,2024Q1,"I should note as just sort of a commercial, you know, he was here to promote his thing, which does... I'm sorry I missed the first episode. It does sound pretty great. He was telling me some stories out of school about it. Um, it's called the United States of scandal. It premiered last Sunday, but it'll be on, um, every Sunday, uh, through March 24th. You know, some of the stuff he was talking about, about calling balls and strikes and all that kind of thing. And that's one of the reasons why we launched the dispatch. We kind of think the balls and strikes model is it's a useful metaphor. It's a useful way of thinking about things, but it's not entirely satisfactory.",,
47541c4cffd85b84_10,The Briefing with Jen Psaki,2023Q3,"Well, I clearly think that if you put together this really ugly, over-salted, badly seasoned stew of chaos in the House, conflict in the Republican Party, a messy, ugly debate that if you just tuned in, You would think these were junior high kids, you know, fighting for the student council or who's going to be in charge of the chili supper. You know, it just did not look large. It did not look important. I don't think any of them really rose to the occasion. So I think Biden came out of this week looking like a normal, nice guy. Yeah. Doing his job. And, you know, I think the speech he just gave today. In Arizona. In Arizona at the McCain Institute. It kind of wrapped up who he is. He didn't want to talk badly about Republicans in general.",,
1d6c37f1286be21e_57,Human Events Daily with Jack Posobiec,2024Q1,"bigoted that it's not only not only is it intolerant but that it's racist why is this phrase so uh so terrifying to people yeah it's it's a strange one isn't it i mean it's not like it's like christ is king is a controversial statement within the christian tradition is it i mean christ is king uh christ is king of the world and um you know that that that that goes without saying and that is a but that is a motif that you know you see throughout the bible and and also throughout Christian history and iconography and art and everything that is kind of Christianity. It's actually, in the Bible, it's an interesting bookend because it's the three wise men, the Magi, referred to Jesus as king when he is born.",,
1d6c37f1286be21e_59,Human Events Daily with Jack Posobiec,2024Q1,overwhelmingly you know majority christian um so i think because it is because it represents it represents the great power of america's history it represents the i you know it stands atop the the sort of uh you know america's history and and america's ideals and values etc then it is a it's it's something that i think scares the left it scares um it scares the opponents of um of america of america's sort of true history and true destiny because it is like you say it's a it's a fundamental it's a positive vision and there aren't many positive visions going around these days and so those that are going around that do still have power that do still have the ability to galvanize large numbers of people and unite them in in service of a of a gre,,
5eea25f60b0fc686_6,Scott Horton Show - Just the Interviews,2023Q2,"you know and the humanities will figure it out or or whether you know these talks can be can be leveraged you know to continue kind of that that western influence in yemen and i think that's kind of a big open question but it's looking pretty good certainly the most hopeful we've been in the eight years i've been working on on yemen um and so there's a lot of a lot of hope at this moment yeah I can see the worry, though, when the headline reads Jake Sullivan discusses Yemen peace talks with Saudi crown prince. Just when they were going so well, the Americans show up.",,
3eb89a5efaff5c6e_103,Renegade Talk Radio,2025Q1,"10 years old is back in stock with all new packaging now this super green is absolutely amazing we can't even keep it around in the studio because the crew is consuming it so much just one cup of this powder mixed in water soda water tea whatever you want and you will have everything that the body needs it's a superfood greens functional mushrooms 10 billion plus probiotic digestive enzymes and so many more amazing ingredients and fine print is so small because they had a hard time packing all of the ingredients onto the back of this bottle so please check out human right now at the Alex Jones store.com. We got enough in to sell some, but we are going to run out soon. And by far the best way to get this is to subscribe.",,
dafee9c66dc89a1f_106,Renegade Talk Radio,2021Q3,"Somebody needs to sue them up front before they get any farther with this. Because if that happens, then we have to, then they will have to go through the discovery process and show, prove that they're safe and that there are studies that have been done and that they're safe for 15 to 17 year olds, that they should be given to all kids. I mean, Indiana came out with a thing a couple of weeks ago that said, if your kids are vaccinated in great age groups, K through seven, They haven't even gotten to that point yet.",,
b79e9312cc8d9b9b_13,The Victor Davis Hanson Show,2021Q4,"I think most people feel that 50 years ago or maybe 60 years ago, when you graduated from high school, you knew far more about the constitutions and the duties in the civic sense. of a citizen than you would now after graduating from college. And so that's been long. But if we had these economically autonomous and well-educated citizens that participated in government, then I think they would be making arguments why we do not want an open border. They would say, you know what, citizenship has to be concerned with Americans first. And we have all of these. shortages of health care or transportation system.",,
19d05cb8b349cd64_12,The MeidasTouch Podcast,2025Q3,"Lightweight, breathable, dries fast, and that vented back is just the best when it's hot and humid. It's soft straight out of the box and has just the right amount of stretch. Looks wise, these shirts deliver. Clean collar, neat sleeves, holds its shape, and it fits perfectly whether you go regular or slim. I went with the slim fit, and it is tailored without being tight. Plus, there's a sunglasses loop by the chest pocket, a hidden zipper pocket for your phone or cash, and even a microfiber cloth sewn into the hem to clean your shirt. shades. Smart details, no fluff. Poncho's got a bunch of great styles, the original, Western, denim, and ultralight.",,
dafee9c66dc89a1f_113,Renegade Talk Radio,2021Q3,"They are testing out depopulation. They're testing the censorship. They're testing the control. But I think they miscalculated. So many medical doctors are coming out. So many people are communicating. I see fear in Klaus Schwab and Bill Gates' face. Bill Gates' wife has left him. Suddenly Bill Gates has been pulled off TV. Not all is well inside the New World Order. Well, I certainly hope that's true. You know, I'm sure that you saw that graphic that came out about us. It was a while ago now. By the Center for Digital Hate, you know, which is such an oxymoron name. Oh, they say it's terrorism in Biden's new report to question lockdowns or vaccines. That's white supremacism. Yeah, isn't that interesting?",,
8fb9278557cb0795_48,The Nation Podcasts,2019Q3,"Start Making Sense, a podcast from The Nation magazine, is co-produced by the LA Review of Books and recorded at the studios of Emerson College, Los Angeles, located in the heart of Hollywood, with technical assistance from Justin Allen. The theme music for our podcast is by Barcelona Afrobeat, licensed by Creative Commons. Our recording engineer is William Broughton. Alan Minsky is our senior producer. Frank Reynolds is our executive producer. Annie Shields is the nation's engagement editor. D.D. Guttenplan is editor of The Nation. Katrina Vanden Heuvel is publisher and editorial director of The Nation.",,
0b62d126b11f4aba_56,Face the Nation with Margaret Brennan,2025Q1,"He talks about this migrant Venezuelan gang, TDA, taking over parts of your city, something local officials have pushed back on, certainly. They were designated as a terrorist group by President Trump, or he started the process to designate them. What does that do for the people of Aurora? Well, you know, I pushed back pretty fiercely on Donald Trump's lies because this is my hometown. I live there, and I can tell you that Aurora, Colorado is a place of great pride and great strength. We are a community of immigrants and refugees. Nearly 20% of my constituents were born outside of the United States. These are our business owners. These are our friends. They go to school with my children. They work in our community.",,
dafee9c66dc89a1f_85,Renegade Talk Radio,2021Q3,"keep more of them from being injected with this genetic modification technology that will permanently and irreversibly change your genes. We're going to break in a minute and a half. I'm going to come back for the next 20 minutes. You've got the floor. Next 30 minutes, 100%. Give us a prelude of the top points you're going to hit when we come back. We're going to talk about the magnetism. And it's real. I want to read you a couple of title article of articles and things that I found because, you know, you showed that little bit of a screenshot of when I testified at the state house down in Columbus to promote our bill. And it looks as though the bill is going to pass. Absolutely.",,
7f5fc173b1ceb676_82,Breaking Points with Krystal and Saagar,2025Q4,"I'm Julie Pinheiro and I travel by myself because it's a rare space where I can say yes without asking anyone else first. I'm on a mission to reclaim the word solita, trading the pity for possibility. Every time I tried to be alone, I kept meeting people and they were like, you smiled at us. Not a lot of people smile around here. It's when you're alone that you're most receptive to the world as it is and not the lies you're sold about it. It can be a time where you push your limits, change your mind or wake up to a new version of yourself. So whether you're a solo travel veteran or you're too nervous to book your first trip, I hope you listen to Solita on the iHeartRadio app, Apple Podcasts, or wherever you get your podcasts.",,
ce7d03010257886a_30,Liberty Lockdown,2023Q2,"So when I talk about the high-impact journals and their complicity and corruption, I want to make it clear that's not my opinion. alone. So that's been well described in books for decades. And so just to show you, so there's a woman named Dr. Marsha Angel, A-N-G-E-L-L. She was the chief editor or editor-in-chief of the New England Journal of Medicine, which is the top rated medical journal in the world. So she did 20 years as the editor-in-chief. She resigned her position in 2001. And you know what she did after she resigned? She wrote a book.",,
7f5fc173b1ceb676_43,Breaking Points with Krystal and Saagar,2025Q4,"You know, we've been tracking, of course, the way that electricity bills have been going up and up. Huge increases and, you know, certain states more than others. But as a consequence of that, as a very predictable consequence of that, you have more customers who are having their electricity shut off because they can't pay their bills. Overall, they say Americans are paying 11 percent more for electricity than they were in January. But that number varies really widely. So, for example, they find in Missouri, costs have risen by 37%. There are a couple of states, maybe three different states, that have seen some declines. But overall, the picture is one of utility prices rising rapidly.",,
47541c4cffd85b84_8,The Briefing with Jen Psaki,2023Q3,"He was like, I'm going to go meet with auto workers. I'm not going to the debate. I'm going to Michigan meet with auto workers. It's like, oh, all right. That was kind of a savvy move. And Biden trumps him, so to speak, goes early. And I felt like that was a big win. He did really well. He didn't talk about himself like Trump did at a non-union hall. And, you know, Biden just talked about the workers, talked about the fight. Biden is not doing great with union workers, right? I mean, we know those Democrats haven't been for a long time. But the thing is, he's got an argument to make to them. And he can say, you may like Donald Trump. He did not deliver for you. He had his chance. He didn't pass infrastructure.",,
ce7d03010257886a_77,Liberty Lockdown,2023Q2,"They're amazing people. Your point is well taken, that the majority of people that are working in the CDC are good people. The majority of people in the FBI, I think, are probably really good people, too. It's just that the institutions themselves, the financial imperatives, the incentives that exist, the rot is so deep and there's really no mechanism, there's no political will to go after the corrupt actors that exist within it because the corrupt actors are the ones that actually have the mechanism to enforce any sort of moral hierarchy, I guess. I mean, my question for you is it sounds like you were more left leaning when you when you started down this path. One hundred percent, man. So where are you at today? I mean, what do you know?",,
8d7c11677c377010_47,John Solomon Reports,2024Q2,"We partner directly with a third-generation farm in Guatemala. There, expert growers cultivate our premium beans under natural canopy shade using methods passed down from generation to generation of their family. No shortcuts, no compromises. Just honest, artisan agriculture. With the Just the Brew VIP bundle, you get two full pounds of medium roast coffee. Whole bean coffee, by the way. It's roasted fresh in small batches the week you order it. It delivers a rich, smooth, and low-acidity cup every single time. That's how I start my morning now. And here's the best part. Every bundle includes a two-year Just the News VIP Club subscription so you can fuel your morning and stay informed all day long. And you get it all in one order.",,
1d6c37f1286be21e_15,Human Events Daily with Jack Posobiec,2024Q1,"And that's what you're trying to get at. But really, this is a and this is then the second half of the of the essay. I try to get into the fact that actually this is just part of a broader problem that we have with the right today, where basically so many people on the right, on the centre right.",,
343f81cba54ce1ee_22,The Benny Show,2021Q4,"I've had to deal with it myself in front of my home, and it is not a pleasant feeling. I want to change San Francisco for the better. I want to clean up the city. We hoped when we had the new mayor, London Breed, she'd do something. She did nothing. She did nothing for that. Wow. It's gotten worse? More stink, more homelessness. I just walked by a guy who was shooting up heroin right onto the street. right in front of me. This is not America. This is not the way America is supposed to work. Yeah, so why the hell would you ever want to live like that? Why would you ever want to live inside of a... The U.S. Soccer Podcast. I'm your host, Megan Klingenberg.",,
7f5fc173b1ceb676_77,Breaking Points with Krystal and Saagar,2025Q4,"Now, I would say that they've allowed themselves to be treated like potted plants in a lot of examples. So in my opinion, that road goes in both directions. But, you know, this is another example where the White House just like came up with something on their own, didn't talk to anyone about it, was ready to do some big announcement after they came up with this idea, I don't know, like on Saturday. Republicans who just spent all of how long was the shutdown fight? It was like, you know, it was the longest in history. Yeah, it was like six weeks long. They just spent the whole time invading against these subsidies. And now you're going to just pull the rug out from under and be like, actually, we're going to do it for two years now.",,
58c93a0ded4ae913_0,The Arena,2019Q4,"Now available at patristicnectar.org. St. John Chrysostom writes concerning parenting. This is not about trifles. We are discussing the governance of the world. Patristic Nectar Publications is pleased to offer a new three-part series entitled Wisdom for Family Life, which includes two lectures dedicated to spousal relations. And now, The Arena. with Father Josiah Trenum. In the name of the Father, and of the Son, and of the Holy Spirit. In 1967, an American psychologist at the University of Pennsylvania named Martin Seligman began to do some research on a personality, a psychological disposition that came to be called learned helplessness. learned helplessness. What he observed is, and he used dogs, and he used shock treatment.",,
473434a4cf1c2dff_23,Bulwark Takes,2026Q2,"And do we have any photos of it? Because we could put them up while we're talking. Yeah, here we go. You know, when I saw this last week, I thought, oh, geez, is the reflecting pool like highway grade? I don't think so. I mean, you know, these are not just regular SUVs. These are like some of the heaviest SUVs in America with all the security equipment and the armor plating and what have you. So it is totally crazy. I mean, this, you know, a few weeks ago when this all began, the MAGA people were like, you know, the.",,
ce7d03010257886a_67,Liberty Lockdown,2023Q2,drops the veil on the public's eyes to what's actually transpiring and it's truly it's truly dangerous and detrimental but what's really bad about it is that if the public doesn't wake up to what's happened then they they misappropriate blame they they point to the wrong things they say um you know like i i hate i hate how the the republicans uh have have managed to cover up the fact that this all rolled out on under Donald Trump like yes there was a deep state coup and yes blah blah blah like there was all these other things but it doesn't change the fact that Donald Trump was very proud of the fact that he was telling state governors you know you will you will only reopen when I say so I mean the man the man got a taste of power and he li,,
b16a521053b6c9f1_157,The Young Turks,2026Q2,"He'd found these accounts by utilizing tools commonly used by private investigators. The key lead was Thomas Crooks' phone number that was published in documents obtained by America First Legal. That phone number led our source to Thomas Crooks' primary email account, tmcrooks7 at gmail.com. That in turn, he linked with more than a dozen other accounts. It turns out that Thomas Crooks was hardly an online ghost. He was active, and yet federal investigators lied and told us there was no trace of him online. Some of Crooks' accounts, like his Snapchat, appear to have been fully deactivated and completely taken out of use. Some of them may have been unused or cleared by federal officials during the investigation. We don't know.",,
ce7d03010257886a_10,Liberty Lockdown,2023Q2,"But going to the evidence now, three years into the pandemic, there's a site, c19early.org. Phenomenal website of anonymous scientists who've compiled all of the trials evidence for. Over three dozen therapeutics. So there's actually 43 early treatment drugs listed on there. Every trial in support of all those drugs is listed. They've combined them into what's called a meta-analysis for everything from remdesivir, monoclonal antibody, you name it. A drug that's been used in COVID, it's all compiled on that website. And if you look at ivermectin, the evidence for ivermectin, you're talking about 95 controlled.",,
