show_id,show,host_index,n_hosts,host_name,final_source,confidence,final_cfscore,real_occupation,matched_bonica_cids,alt_names,notes
1200016351,Pod Save the World,0,2,Tommy Vietor,google_multi_record_merged,high,-0.8887,"Pod Save America host, former Obama NSC spokesman (DC), co-founder of Fenway Strategies; later based in CA with Crooked Media.",109632670; 3478198914; 35273153358,Thomas Vietor; Tom Vietor,"DC record (67 donations, 2014-2024) matches his Obama-administration years; 'founder, Fenway Strategies, CA' (162 donations, 2016-2024) is a confirmed direct match; the sparse 2006 record likely predates his political career start but shares the same name with no conflicting info."
1200016351,Pod Save the World,1,2,Ben Rhodes,google_multi_record_merged,high,-1.0185,"Former Obama Deputy National Security Advisor / speechwriter; now author, co-founder of Crooked Media, co-host of Pod Save the World, based in Los Angeles",2753907786; 444773505803,Benjamin Rhodes,"First record (speechwriter, Obama for America, DC, 2008) matches his 2008 campaign role exactly; second (writer, self-employed, CA, 2020-2024) matches his post-government career as an author/Crooked Media figure based in LA."
158004641,Political Gabfest,0,3,Emily Bazelon,google_multi_record_merged,high,-0.8575,"Journalist (NYT Magazine, Slate), Yale Law School lecturer; long-time New Haven, CT resident",5000003327163646; 5000034375638936,Emily Clare Bazelon,"Both records are CT (matches her long-standing New Haven residency) and span 2004-2012, consistent with continuous CT residency; the 'emily c' variant matches her middle name Clare. Occupation/employer are blank in both so this is a state-based inference, not fully confirmed."
158004641,Political Gabfest,1,3,John Dickerson,clean_candidate_unique,high,-0.765,,,,100/IN/federal:senate
158004641,Political Gabfest,2,3,David Plotz,clean_donor_unique_via_occupation,high,-1.137,,,,occ=writer|emp=insider inc
1356662668,Politically Georgia,0,3,Greg Bluestein,no_dime_record,none,,,,,
1356662668,Politically Georgia,1,3,Tia Mitchell,clean_donor_unique_via_occupation,high,-1.07,,,,occ=writer|emp=pathologyexpert inc
1356662668,Politically Georgia,2,3,Patricia Murphy,clean_candidate_unique,high,-0.824,,,,100/IA/state:lower
1480605295,POLITICO Energy,0,4,Josh Siegel,google_no_dime_record,none,,"POLITICO energy/climate Congress reporter and co-host of the POLITICO Energy podcast; previously Washington Examiner; DC-based, degree from Florida Gulf Coast University",,Joshua Siegel; Joshua M. Siegel,"The 'unique' candidate match (Joshua M. Siegel, PA state:lower, 2022) is actually a different person -- a real sitting PA state legislator (Lehigh Valley), not the DC journalist. The two CA donor records (editor/writer at 'freelance'/'trailer park', an LA entertainment-trailer company) also don't fit a DC-based political reporter."
1480605295,POLITICO Energy,1,4,Manuel Quiñones,unresolved_too_many_homonyms,none,,,,,"17 same-name donors, no media signal, not sent to Google"
1480605295,POLITICO Energy,2,4,Zack Colman,no_dime_record,none,,,,,
1480605295,POLITICO Energy,3,4,Nirmal Mulaikal,no_dime_record,none,,,,,
1873028393,Politics Chat,0,1,Heather Cox Richardson,clean_donor_unique_via_occupation,high,-1.058,,,,occ=executive producer|emp=cutters studios
1484862164,Politics War Room with James Carville & Al Hunt,0,2,James Carville,google_multi_record_merged,high,-0.4995,"Democratic political strategist/consultant, co-founder of the firm Carville & Begala, married to Mary Matalin; long based in DC/New Orleans",4468908926; 37626359495,,"One record lists employer 'carville & begala' in DC (his actual consulting firm) and the other is a joint filer record with 'matalin, mary' in LA (his real wife, and the couple has lived in Louisiana) -- both unmistakably him. The NJ 'savory alco', PA blank, and ME 'arborist' records are unrelated namesakes."
1484862164,Politics War Room with James Carville & Al Hunt,1,2,Al Hunt,google_no_dime_record,none,,"Veteran DC political journalist (Wall Street Journal DC bureau, Bloomberg View columnist); full legal name Albert Reinold Hunt Jr., born Charlottesville VA",,Albert Hunt; Albert R. Hunt Jr.; Albert R. Hunt,"The 'unique' candidate match ('hunt, alexandra', PA federal:house 2022) is a different, unrelated person (Alex Hunt, a 2022 PA congressional candidate) -- wrong first name and gender. The four media-donor records are all different first names/spellings (Allen-GA, Alexander-PA, Alice-IL, Aleksandra-CA) with occupations (author, media planner, editor, realtor) that don't match a DC print/TV journalist; none is in DC or uses his real name Albert."
1721969693,Politix,0,2,Brian Beutler,clean_donor_unique,medium,0.769,,,,occ=nan|emp=nan
1721969693,Politix,1,2,Matthew Yglesias,clean_donor_unique_via_occupation,high,-0.997,,,,occ=writer|emp=john wiley and co
1258635512,Radio Atlantic,0,2,Hanna Rosin,google_no_dime_record,none,,"Senior editor at The Atlantic, host of Radio Atlantic; long-time Washington, DC resident",,Hannah Rosin,"Neither donor record fits: one is a therapist in CA (occupation and state wrong, and spelled 'Hannah'), the other is 'retired' in NY (occupation and state wrong -- she has been an actively working journalist based in DC)."
1258635512,Radio Atlantic,1,2,Adam Harris,google_no_dime_record,none,,"Journalist covering higher education/national politics -- staff writer at The Atlantic (2018-2024), previously Chronicle of Higher Education and ProPublica; now senior fellow at New America",,,"Neither donor record matches his known employers/beat: one is a 'video editor' at Disney in NY, the other a 'producer' at West Virginia Public Broadcasting in WV -- neither corresponds to his DC-centered print-journalism career at The Chronicle/ProPublica/The Atlantic."
1774505095,Raging Moderates with Scott Galloway and Jessica Tarlov,0,2,Scott Galloway,unresolved_too_many_homonyms,none,,,,,"30 same-name donors, no media signal, not sent to Google"
1774505095,Raging Moderates with Scott Galloway and Jessica Tarlov,1,2,Jessica Tarlov,clean_donor_unique,medium,-0.953,,,,occ=strategist|emp=schoen consulting
956270301,Rational Security,0,1,Scott R. Anderson,clean_candidate_unique,high,1.743,,,,328/FL/state:lower
1865794721,Real Baron Podcast,0,1,Baron Coleman,clean_donor_unique_via_occupation,high,1.659,,,,occ=broadcaster and attorney|emp=self employed
1509826894,RealClearPolitics Podcast,0,3,Andrew Walworth,clean_donor_unique_via_occupation,high,0.875,,,,occ=executive|emp=grace creek media
1509826894,RealClearPolitics Podcast,1,3,Carl Cannon,clean_donor_unique_via_occupation,high,-0.645,,,,occ=whitehouse correspondent|emp=george magazine
1509826894,RealClearPolitics Podcast,2,3,Tom Bevan,google_no_dime_record,none,,"Co-founder/publisher of RealClearPolitics; Princeton grad, worked in advertising in Seattle/Chicago/Miami, now hosts a radio show on WLS-AM in Chicago",,,"The 'unique' OH state-senate candidate match and the OH donor record (employer 'bevan & associates attorney', a real Ohio personal-injury law firm) both belong to a different, Ohio-based Bevan family/attorney, not the Chicago-based RCP publisher. The remaining donor record has no state/occupation info, too sparse to confirm as him."
1218054701,Rev Left Radio,0,1,Breht O'Shea,no_dime_record,none,,,,,
1408796715,Runaway Country with Alex Wagner,0,1,Alex Wagner,clean_candidate_unique,high,-0.466,,,,328/OH/state:education
1112258664,Russian Roulette,0,2,Max Bergmann,clean_donor_unique_via_occupation,high,-1.108,,,,occ=deputy policy director|emp=national security network
1112258664,Russian Roulette,1,2,Dr. Maria Snegovaya,no_dime_record,none,,,,,
1535384390,Ruthless Podcast,0,4,Josh Holmes,clean_donor_unique_via_occupation,high,-1.051,,,,occ=science writer|emp=self
1535384390,Ruthless Podcast,1,4,Shashank Tripathi,clean_donor_unique,medium,1.081,,,,occ=consultant|emp=self employed
1535384390,Ruthless Podcast,2,4,Michael Duncan,google_no_dime_record,none,,"Republican digital strategist, founding partner of the political consulting firm Cavalry; co-host of the Ruthless Podcast alongside Josh Holmes",,,"Neither candidate record (NY local council candidate; KY state-lower candidate) nor any donor record (engineering support at Emerson Network Power-OH, CIO at Compass Health Network-MO, marketing consultant at Wehco Media-AR) matches a DC-oriented Republican digital/political consultant."
1535384390,Ruthless Podcast,3,4,John Ashbrook,unresolved_too_many_homonyms,none,,,,,"9 same-name donors, no media signal, not sent to Google"
545045867,Scott Horton Show - Just the Interviews,0,1,Scott Horton,clean_donor_unique_via_occupation,high,1.125,,,,occ=radio host|emp=self
1599891719,Seattle Nice,0,3,Erica C. Barnett,google_single_match,high,-0.983,"Seattle-based independent journalist/blogger (PubliCola, The C Is for Crank), self-employed writer covering city politics",5000035809561406,Erica Christine Barnett,"The 'barnett, erica' record (writer, self-employed, WA, 2018-2020) matches her exactly. The other record is spelled 'eric' (male name), an Ohio attorney at Baker Hostetler -- an unrelated namesake."
1599891719,Seattle Nice,1,3,David Hyde,google_single_match,high,-1.31,"Seattle journalist, former KUOW politics reporter; freelance radio correspondent for NPR/Pacifica and writer for Salon/Grist",2441740875,,"The 'freelance writer, self-employed, WA' record (2004) matches his documented freelance-writing career. The other WA record ('network technician' at Qwest Communications) is an occupation with no connection to journalism and is likely a different David Hyde who happens to also live in WA."
1599891719,Seattle Nice,2,3,Sandeep Kaushik,clean_donor_unique,medium,-0.809,,,,occ=communications|emp=nan
1502568407,SGT Report’s The Propaganda Antidote,0,1,Sean Turnbull,clean_donor_unique_via_occupation,high,1.659,,,,"occ=independent journalist, media producer|emp=self employed"
1886801652,Sidebar with Katie Phang,0,1,Katie Phang,google_multi_record_merged,high,-0.5535,"Miami, FL trial attorney and media/legal commentator (MSNBC host of The Katie Phang Show); JD University of Miami",5000000106095272; 5000036892661013,Katie S. Phang,"Both 'phang, katie' records list occupation 'attorney' and state FL (2014, 2018), matching her Miami legal practice exactly. The third record ('k lai phang', NY, no occupation) is likely a different/unrelated person."
1648125917,Stay Free with Russell Brand,0,1,Russell Brand,unresolved_too_many_homonyms,none,,,,,"11 same-name donors, no media signal, not sent to Google"
1265845136,Stay Tuned with Preet,0,1,Preet Bharara,google_multi_record_merged,high,-0.842667,"Former US Attorney SDNY (2009-2017), now NYU School of Law professor, host of Stay Tuned with Preet; full name Preetinder Singh Bharara, NY-based",3757329939; 30567104154; 5000003757329939,Preetinder Singh Bharara; Preetinder S. Bharara,"One record (lawyer, NYU School of Law, NY, 2020-2024) matches his current job exactly. The other two use his full legal first name 'Preetinder' and are both NY, consistent with his earlier legal career (early practice, then SDNY prosecutor, then Schumer chief counsel) before becoming US Attorney."
1441649707,Straight White American Jesus,0,2,Bradley Onishi,clean_donor_unique,medium,-1.02,,,,occ=professor|emp=skidmores college
1441649707,Straight White American Jesus,1,2,Daniel Miller,google_no_dime_record,none,,"Associate Professor of Religion and Social Thought, Landmark College (VT); former Southern Baptist minister; co-host of Straight White American Jesus",,"Dan Miller; Daniel Miller, PhD","Across all 4 candidates and 20 donor records (spanning KY, TX, FL, OR, CA, NC, MT, MA, CO, IN, IL, TN, MD -- but none in Vermont) none has an occupation matching 'professor of religion' or an employer matching Landmark College; the closest ('professor of journalism, communication' at University of Oregon) is a different field and different state. One FL candidate record is the well-known former US Congressman Dan Miller (R-FL), also a different person."
1669610956,System Update with Glenn Greenwald,0,1,Glenn Greenwald,google_single_match,high,-1.107,"Journalist (The Intercept co-founder, formerly Salon/Guardian), previously a constitutional/civil-rights litigation attorney in NYC before becoming a journalist around 2005-2006; now based in Brazil",2513777372,,"The record listing occupation 'attorney', employer 'greenwald christoph pc', state NY (2004) matches his documented pre-journalism law firm exactly. The other records ('greenwald, glen g' retired-GA, 'greenwald, g' VP at International Crisis Group, 'greenwald, g' managing partner at Greenbrier Equity-CO, 'greenwald, g jonathon' retired-VA) are unrelated namesakes with different first/middle names, occupations, and states."
1456045551,Talking Feds,0,1,Harry Litman,unresolved_too_many_homonyms,none,,,,,"7 same-name donors, no media signal, not sent to Google"
1536169792,Talkin‘ Politics & Religion Without Killin‘ Each Other,0,1,Corey Nathan,unresolved_too_many_homonyms,none,,,,,"7 same-name donors, no media signal, not sent to Google"
1538788132,Tangle,0,1,Isaac Saul,no_dime_record,none,,,,,
1314368109,The 11th Hour with Ali Velshi,0,1,Ali Velshi,no_dime_record,none,,,,,
1790957194,The 47 Morning Update with Ben Ferguson,0,1,Ben Ferguson,clean_candidate_unique,high,2.394,,,,100/KY/state:judicial
1462195742,The Al Franken Podcast,0,1,The Al Franken Podcast,no_dime_record,none,,,,,
1548086514,The Arena,0,1,Josiah Trenham,no_dime_record,none,,,,,
1364113251,The Beat with Ari Melber,0,1,Ari Melber,clean_donor_unique,medium,-0.892,,,,occ=consultant|emp=Westhill Partners
1386375601,The Ben Ferguson Podcast,0,1,Ben Ferguson,clean_candidate_unique,high,2.394,,,,100/KY/state:judicial
1584730781,The Benny Show,0,1,Benny Johnson,clean_candidate_unique,high,0.865,,,,328/MS/state:upper
380996798,"The Bob Cesca Show | Politics Podcast, News & Commentary",0,1,Bob Cesca,google_no_dime_record,none,,"Podcast host/writer/political commentator (The Bob Cesca Show, Salon contributor); born DC, grew up N. Virginia, has lived in CA/HI, now Maryland DC suburbs",,,"Both DIME records list occupation/employer as 'retired' in CT (2008-2010), which doesn't fit -- he was an actively working writer/producer in his late 30s at that time and has no documented CT ties; likely a different, older, retired Bob Cesca in Connecticut."
1722246285,The Breakdown,0,2,Rick Wilson,google_no_dime_record,none,,"Republican political consultant/ad-maker, Lincoln Project co-founder, author; full name Frederick George 'Rick' Wilson, based in Tallahassee, FL",,Frederick George Wilson,"Neither candidate record (a KY county sheriff candidate; a KS state-lower candidate 'R J Wilson') nor any donor record ('legal editor' at Aon Hewitt-CA, cotton producer-TX, oil producer-IN x2) fits a Tallahassee-based national GOP ad consultant."
1722246285,The Breakdown,1,2,Maya May,clean_donor_unique_via_occupation,high,-1.015,,,,occ=comedian|emp=maya may
1592116227,The Breitbart News Daily Podcast,0,1,Mike Slater,unresolved_too_many_homonyms,none,,,,,"18 same-name donors, no media signal, not sent to Google"
73331636,The Brian Lehrer Show,0,1,Brian Lehrer,google_no_dime_record,none,,"WNYC public radio host of The Brian Lehrer Show since 1989; NYC-based, born 1952, degrees from SUNY Albany, Ohio State, and Columbia",,,"None of the four records clearly fit: 'deli clerk' (NY) and 'artist' (CA) occupations don't match a career public radio host, one CA record has no info, and the NJ record ('brian r', employer unclear, 1994-2002) is in the wrong state with no occupation to confirm identity -- insufficient evidence to attribute any record to him."
1692806415,The Briefing with Jen Psaki,0,1,Jen Psaki,google_multi_record_merged,high,-0.8715,"Communications/political operative: Obama for America comms staffer (2008), White House Deputy Press Secretary/Communications Director (2010-2012), private comms consultant via her own firm Evergreen Consulting (2017-2020), later Biden WH Press Secretary and MSNBC host.",5000003735291779; 5000003815404757; 5000035702161167; 5000035950394105,Jennifer Psaki,"All 4 records trace her actual career: Obama for America (IL, 2008), White House staffer (DC, 2010-2012), unlabeled DC record (2018-2020, consistent with her CNN/consulting years), and Evergreen Consulting LLC (VA, 2020) which is confirmed as her own real-world consulting firm founded after leaving the Obama WH."
1208232103,The Buck Sexton Show,0,1,Buck Sexton,google_no_dime_record,none,,"Former CIA counterterrorism analyst turned conservative radio/podcast host (Clay Travis & Buck Sexton Show); based in NYC (and later Miami), with CIA years likely spent in the DC/Virginia area.",,,"The three donor records are blank/generic and located in MI, IL, and OH - none match his known NYC/DC-Virginia footprint or media/CIA career; likely unrelated namesakes."
1447684472,The Bulwark Podcast,0,1,Tim Miller,google_single_match,high,-0.99,"The Bulwark writer/podcast host, author, former RNC/Jeb Bush communications staffer; now based in Round Top, TX.",35764223222,Timothy Miller,"'Author, self, TX' (2018-2020) matches his book 'Why We Did It' and Texas residence. The three candidate records (MN, KY, WA politicians) and the radiologist/sewer-worker/HR/video-editor donor records are unrelated namesakes."
1635418897,The Chris Cuomo Project,0,1,Chris Cuomo,unresolved_too_many_homonyms,none,,,,,"12 same-name donors, no media signal, not sent to Google"
1635446643,The Coffee Klatch with Robert Reich,0,1,Robert Reich,clean_candidate_unique,high,-0.868,,,,100/MA/state:governor
1111319839,The Conversation with Dasha Burns,0,1,Dasha Burns,unresolved_too_many_homonyms,none,,,,,"23 same-name donors, no media signal, not sent to Google"
1728152109,THE DAILY BLAST with Greg Sargent,0,1,Greg Sargent,unresolved_too_many_homonyms,none,,,,,"17 same-name donors, no media signal, not sent to Google"
1549272440,The Daily Punch,0,2,Anna Palmer,google_no_dime_record,none,,"Washington DC political journalist; longtime Politico senior Washington correspondent/Playbook co-author, now co-founder/CEO of Punchbowl News and host of The Daily Punch podcast.",,Anna Alda,"She has been DC-based her whole career; the two donor records are in WA (CPA/freelance writer, 2002) and CA (writer, 2020-2024) - wrong states for a DC-based Politico/Punchbowl journalist, so likely namesakes. Her birth name 'Anna Alda' could be tried as an alternate search."
1549272440,The Daily Punch,1,2,Jake Sherman,unresolved_too_many_homonyms,none,,,,,"31 same-name donors, no media signal, not sent to Google"
1432118523,The Damage Report with John Iadarola,0,1,John Iadarola,clean_donor_unique_via_occupation,high,-1.017,,,,occ=political analyst|emp=the young turks
402050558,The David Pakman Show,0,1,David Pakman,google_no_dime_record,none,,"Progressive YouTube/podcast/radio host (The David Pakman Show), based in the Northampton/Amherst, Massachusetts area; adjunct professor at Boston College.",,,"None of the three records show MA. The 'senior VP' music-industry record (NY, 2002) predates plausibility since he was 18 that year, and the venture-capitalist Venrock record (CT, 2020-2024) belongs to a different, well-documented David Pakman (former eMusic/Apple exec, Venrock partner) - a distinct namesake."
1043245989,The Dig,0,1,Daniel Denvir,clean_donor_unique_via_occupation,high,-1.026,,,,occ=nan|emp=self employed podcast host
1536984072,The Dishcast with Andrew Sullivan,0,1,Andrew Sullivan,google_single_match,high,-0.977,"British-American writer/blogger (founder of The Dish/Daily Dish), former editor of The New Republic; long based in Washington, DC (and Provincetown, MA).",32310083603,Andrew Michael Sullivan,"The record listing occupation 'writer', employer 'self employed', state DC (2014) matches his real bio precisely; the two candidate records (NY council, CA board of supervisors) and other donor entries (KS/GEHA editor, NC CPA, NY Turner Broadcasting tech, NY Liberty Mutual underwriter, NY Ithaca Times journalist) are unrelated local officials/namesakes."
1567204040,The Drill Down with Peter Schweizer,0,1,Peter Schweizer,clean_donor_unique_via_occupation,high,0.849,,,,occ=writer|emp=nan
1586423406,The Focus Group Podcast,0,1,Sarah Longwell,google_multi_record_merged,high,0.6625,"Bulwark publisher, Republican strategist/pollster running a DC-based communications and consulting firm.",5000005854861864; 5000030287192666,,"'Self employed communications, DC' is a direct match to her career. 'Longwell, Sarah' is an uncommon name, so the sparse FL 2012 record (with a right-leaning cfscore fitting her pre-2016 mainstream-GOP consulting work) plausibly belongs to the same person."
1623855270,The Foreign Affairs Interview,0,1,Daniel Kurtz-Phelan,google_multi_record_merged,high,-0.998,"Editor of Foreign Affairs magazine and host of The Foreign Affairs Interview; former State Dept Policy Planning staffer, New America Foundation international-security fellow, based in DC/NY.",27785979051; 33307902455,Daniel Kurtz Phelan (no hyphen),"Both records plausibly trace his real career path: self-employed writer in DC (2012, consistent with post-State-Dept freelance writing) followed by 'fellow, New America Foundation' in NY (2016-2018), which matches his confirmed New America International Security fellowship."
474763182,The Globalist,0,2,Emma Nelson,clean_donor_unique_via_occupation,high,-1.015,,,,occ=nan|emp=event producers
474763182,The Globalist,1,2,Andrew Mueller,clean_donor_unique_via_occupation,high,-1.065,,,,occ=copywriter|emp=national louis university
1456850698,The Graham Allen Show,0,1,Graham Allen,google_single_match,high,1.664,Army veteran turned conservative podcast host/media personality (Graham Allen Media LLC) who ran for US House in South Carolina's 2022 election.,37696591231,,"The same bonica_cid (37696591231) appears in both the candidate table (SC, federal:house, 2022) and the donor table (GA, CEO of Graham Allen Media LLC, 2022), directly confirming this is him; the CA 'writer' record (2004-2022) is an unrelated namesake."
1594728054,The Great America Show,0,1,Lou Dobbs,unresolved_too_many_homonyms,none,,,,,"8 same-name donors, no media signal, not sent to Google"
1871628261,The Harry Sisson Show,0,1,Harry Sisson,google_single_match,high,-1.008,"Young progressive social-media/political commentator (TikTok/YouTube), born 2002, NYU graduate who has lived in New York City since age 14.",36165228074,Harry Joseph Sisson,"The NY 'not employed' record (2020-2024) fits a college-age NYC resident during that exact period; the TX/WI/IN records are decades too early (1996-2018) or wrong career (IT, retired) to be a person born in 2002, and the TN 'project manager' record doesn't match his student/influencer profile."
1517313007,The Hugh Hewitt Show: Highly Concentrated,0,1,Hugh Hewitt,clean_donor_unique_via_occupation,high,1.132,,,,occ=nan|emp=underwriter
1725387804,The Illegal News with Sarah Longwell,0,1,Sarah Longwell,google_multi_record_merged,high,0.6625,"Bulwark publisher, Republican strategist/pollster running a DC-based communications and consulting firm.",5000005854861864; 5000030287192666,,"'Self employed communications, DC' is a direct match to her career. 'Longwell, Sarah' is an uncommon name, so the sparse FL 2012 record (with a right-leaning cfscore fitting her pre-2016 mainstream-GOP consulting work) plausibly belongs to the same person."
1587936366,The Inside Story Podcast,0,1,Malika Bila,no_dime_record,none,,,,,
1195206601,The Intercept Briefing,0,3,Jordan Uhl,clean_donor_unique_via_occupation,high,-1.118,,,,occ=editor|emp=amplifire news
1195206601,The Intercept Briefing,1,3,Jessica Washington,unresolved_too_many_homonyms,none,,,,,"38 same-name donors, no media signal, not sent to Google"
1195206601,The Intercept Briefing,2,3,Akela Lacy,google_single_match,high,-1.156,"Senior politics reporter at The Intercept, co-host of The Intercept Briefing; previously worked in international reporting at the Pulitzer Center on Crisis Reporting and at Politico.",5000000103725199,,"The DC record listing employer 'pulitzer center on crisis reporting' (2016) is an exact match to her confirmed pre-Intercept job; the TX teacher record ('lacy, a g') is a different person with different initials."
1795032531,The Jim Acosta Show,0,1,Jim Acosta,google_no_dime_record,none,,"CNN chief White House correspondent/anchor, based in the DC/Atlanta media market.",,James Acosta,"None of the five records (NM ethics/gov director, FL, NJ workers-admin, FL retired, TX not-employed) fit a DC/Atlanta-based CNN correspondent; all are likely unrelated namesakes."
1606834013,The Josh Hammer Show,0,1,Josh Hammer,google_multi_record_merged,high,1.2273,"Conservative commentator and attorney; Newsweek senior editor-at-large/opinion editor, previously practiced law (Kirkland & Ellis) in Texas before relocating to Florida.",36019680890; 37627975831; 37695231622,Joshua Hammer,"All three records trace his real career arc: 'lawyer commentator' in TX (2020, matching his Texas Bar membership/legal practice), then 'news editor' in FL (2022), then 'opinion editor, Newsweek' in FL (2022) which is his confirmed current title and state of residence."
1820648828,The Joy Reid Show,0,1,Joy Reid,clean_donor_unique_via_occupation,high,-0.572,,,,occ=photographer and writer|emp=retired
1809246826,The Keith Edwards Show,0,1,Keith Edward,google_no_dime_record,none,,Democratic digital strategist and political commentator (The Keith Edwards Show); former Detroit resident who relocated to New York in 2005 for TV production work before political consulting.,,"Keith Edwards (note trailing 's' - show/host's correct surname is 'Edwards', not 'Edward')","None of the six DIME records (FL optometrist, FL 'cheffy', VA insurance agent, LA retired, SC joint filer, TX claims adjuster) match his Detroit-to-New-York media/political-consulting career; likely all namesakes. Re-running the DIME lookup under 'Edwards' (correct spelling) is recommended."
1880163995,The Kyle Kulinski Show,0,1,Kyle Kulinski,clean_donor_unique,medium,-0.943,,,,occ=nan|emp=self
1654162813,The Kyle Seraphin Show,0,1,Kyle Seraphin,no_dime_record,none,,,,,
1368074498,The Lars Larson Show Pacific Northwest Podcast,0,1,Lars Larson,clean_donor_unique_via_occupation,high,1.425,,,,occ=talk show host|emp=nan
1551582052,The Lincoln Project,0,1,Rick Wilson,google_no_dime_record,none,,"Republican political consultant/ad-maker, Lincoln Project co-founder, author; full name Frederick George 'Rick' Wilson, based in Tallahassee, FL",,Frederick George Wilson,"Neither candidate record (a KY county sheriff candidate; a KS state-lower candidate 'R J Wilson') nor any donor record ('legal editor' at Aon Hewitt-CA, cotton producer-TX, oil producer-IN x2) fits a Tallahassee-based national GOP ad consultant."
402306412,The Majority Report with Sam Seder,0,1,Sam Seder,google_multi_record_merged,high,-0.999,"Comedian, actor, director, and progressive political commentator; host of The Majority Report, long based in New York City.",2536794499; 2536794531,Samuel Lincoln Seder; Samuel Seder,"Both records are in NY with adjacent active date ranges (2004-2006 and 2006-2012); the 'director' occupation on the first matches his real career (directing/producing film, TV, and Air America/independent radio) and NY matches his base."
1785081636,The Mary Trump Podcast,0,1,Mary Trump,unresolved_too_many_homonyms,none,,,,,"14 same-name donors, no media signal, not sent to Google"
1510240831,The MeidasTouch Podcast,0,3,Ben Meiselas,clean_donor_unique,medium,-0.934,,,,"occ=attorney|emp=geragos & geragos, apc"
1510240831,The MeidasTouch Podcast,1,3,Brett Meiselas,clean_donor_unique_via_occupation,high,-1.056,,,,occ=editor|emp=ellen digital ventures
1510240831,The MeidasTouch Podcast,2,3,Jordan Meiselas,google_cannot_disambiguate,low,,"Co-founder of the progressive media company MeidasTouch (marketing/advertising executive), one of three Meiselas brothers from Long Island, NY.",,,"All three records share an identical, uninformative occupation/employer string ('as'/'translation') across three different states (NY, CA, PA) in the same year, which looks like a data-entry artifact rather than genuine biographical detail; cannot confirm which, if any, is him despite NY being geographically plausible."
1587492577,The Mel K Show,0,1,Melody Krell,clean_donor_unique,medium,0.537,,,,occ=retired|emp=retired
1253076699,The Michael Berry Show,0,1,Michael Berry,google_multi_record_merged,high,0.405,"Houston-based conservative talk-radio host (KTRH/syndicated Michael Berry Show), attorney, real-estate developer, and former three-term Houston City Council member.",34315517510; 34944866817,Michael Christian Berry; Michael C. Berry,"Both records list occupation 'on air talent', employer 'amfm texas broadcasting lp' (a real Texas broadcasting entity tied to his Houston station group), state TX, 2016 - an exact match, though they appear to be duplicate entries for the same donation. None of the three candidate records (VA, FL, MI) match his real (Houston, TX) political history; those are unrelated namesakes."
1839861250,The Moment with Jorge Ramos and Paola Ramos,0,2,Jorge Ramos,google_single_match,high,-1.021,"Univision news anchor for Noticiero Univision (38 years), based in Miami, FL.",32593885943,Jorge Gilberto Ramos Ávalos; Jorge L. Ramos,"The FL record with employer 'noticiero univision' (2008-2014) is an exact, confirmed match. The 1992 NJ record (joint filer with wife 'Yolanda', employer WNJV-TV) does not fit his documented career path (KMEX LA in 1983, then Miami/Univision HQ by 1986) or his known ex-wife's name, so it is likely a different Jorge Ramos."
1839861250,The Moment with Jorge Ramos and Paola Ramos,1,2,Paola Ramos,google_no_dime_record,none,,"Journalist/author (Vice News correspondent, MSNBC/Telemundo contributor); previously worked in Democratic politics (Clinton 2016, Obama 2012); based in Brooklyn, NY.",,,"Both donor records are in TX (underwriter at Chase; social strategist at Horizon Media), which does not match her confirmed Brooklyn, NY residence, nor does 'underwriter'/'social strategist' match her journalism/campaign-politics career."
1482179882,The Mona Charen Show,0,1,Mona Charen,clean_donor_unique_via_occupation,high,1.432,,,,occ=columnist|emp=creators syndicate
1060110806,The Nation Podcasts,0,3,Jon Wiener,unresolved_too_many_homonyms,none,,,,,"22 same-name donors, no media signal, not sent to Google"
1060110806,The Nation Podcasts,1,3,Dave Zirin,no_dime_record,none,,,,,
1060110806,The Nation Podcasts,2,3,Jeet Heer,google_no_dime_record,none,,"Canadian journalist/critic - national affairs correspondent for The Nation and host of its podcast; based in Toronto/Regina, Canada (not a US resident).",,,"As a Canadian resident, he is an unlikely US federal political donor; the three sparse records (initials 'J Bernhard', 'J B', 'J', occupations consultant/mgmt executive, all NJ/IL) don't match a Toronto-based journalist and are almost certainly unrelated namesakes."
1640311112,The Necessary Conversation,0,4,Chad Kultgen,clean_donor_unique,medium,-1.011,,,,occ=writer|emp=various
1640311112,The Necessary Conversation,1,4,Haley Popp,google_single_match,high,-0.881,"Co-host of The Necessary Conversation podcast (with brother Chad Kultgen); owner of Hive Bakery in Flower Mound, Texas.",5000037627475137,"Haley Kultgen (maiden name, sibling of Chad Kultgen)","The TX record listing occupation 'bakery owner', employer 'hive bakery' (2022) is an exact, confirmed match to her real business; the MD and IN records belong to differently-named individuals ('H Daniel III', 'H Leslie')."
1640311112,The Necessary Conversation,2,4,Mary Lou Kultgen,google_single_match,high,1.659,"Parent/co-host featured on The Necessary Conversation podcast (with children Chad Kultgen and Haley Popp); retired, based in Oklahoma.",5000444766635678,Mary Kultgen,The OK 'retired' record (2024) matches her confirmed profile as a retired parent living in Oklahoma exactly as described in podcast coverage; the WI 'Mary J' record (2016-2018) is a differently-initialed namesake.
1640311112,The Necessary Conversation,3,4,Bob Kultgen,no_dime_record,none,,,,,
1050430296,The New Yorker Radio Hour,0,1,David Remnick,no_dime_record,none,,,,,
1647085571,The Next Level,0,3,Emmett Golden,unresolved_too_many_homonyms,none,,,,,"7 same-name donors, no media signal, not sent to Google"
